bar_type,seed,agent_id,uncorrected_regret,corrected_regret
passive,46,4,0.08889129083728858,0.08889129083728858
passive,46,5,0.09332987910840038,0.09332987910840038
passive,46,6,0.11531208765259976,0.11531208765259976
passive,46,7,0.07397429512460188,0.07397429512460188
passive,46,8,0.046580675322883236,0.046580675322883236
passive,46,9,0.010244788642322042,0.010244788642322042
passive,47,0,0.03163534246181457,0.03163534246181457
passive,47,1,0.17278224629413708,0.17278224629413708
passive,47,2,0.035278432068072595,0.035278432068072595
passive,47,3,0.04731252136184203,0.04731252136184203
passive,47,4,0.17462398486395395,0.17462398486395395
passive,47,5,0.07629857620399222,0.07629857620399222
passive,47,6,0.06802366706074522,0.06802366706074522
passive,47,7,0.045342641862766965,0.045342641862766965
passive,47,8,0.06261961395142178,0.06261961395142178
passive,47,9,0.08477035095825505,0.08477035095825505
passive,48,0,0.07841288339571367,0.07841288339571367
passive,48,1,0.12319220768215575,0.12319220768215575
passive,48,2,0.07962257970744799,0.07962257970744799
passive,48,3,0.03951546249137058,0.03951546249137058
passive,48,4,0.08789748885069497,0.08789748885069497
passive,48,5,0.015085524175320622,0.015085524175320622
passive,48,6,0.09273822438369354,0.09273822438369354
passive,48,7,0.1372612668116192,0.1372612668116192
passive,48,8,0.043158552097628596,0.043158552097628596
passive,48,9,0.10918823888931124,0.10918823888931124
passive,49,0,0.0744851747825573,0.0744851747825573
passive,49,1,0.056233809240498436,0.056233809240498436
passive,49,2,0.061538058568945654,0.061538058568945654
passive,49,3,0.06977258017881692,0.06977258017881692
passive,49,4,0.08957069895787792,0.08957069895787792
passive,49,5,0.0860961378142538,0.0860961378142538
passive,49,6,0.047830759167993266,0.047830759167993266
passive,49,7,0.02516178435500875,0.02516178435500875
passive,49,8,0.08472996342487935,0.08472996342487935
passive,49,9,0.054472845737432996,0.054472845737432996
passive,50,0,0.08237734519710706,0.08237734519710706
passive,50,1,0.07106305155730266,0.07106305155730266
passive,50,2,0.05627419677387415,0.05627419677387415
passive,50,3,0.09248194252517714,0.09248194252517714
passive,50,4,0.07573525862766733,0.07573525862766733
passive,50,5,0.09356349790765327,0.09356349790765327
passive,50,6,0.05627419677387415,0.05627419677387415
passive,50,7,0.11098958992575239,0.11098958992575239
passive,50,8,0.11930488660237511,0.11930488660237511
passive,50,9,0.044919515600694036,0.044919515600694036
passive,51,0,0.10727079730860567,0.10727079730860567
passive,51,1,0.07092286024305071,0.07092286024305071
passive,51,2,0.03180387092444848,0.03180387092444848
passive,51,3,0.012046139678763198,0.012046139678763198
passive,51,4,0.07946610162980784,0.07946610162980784
passive,51,5,0.08405055530429001,0.08405055530429001
passive,51,6,0.08116764888537273,0.08116764888537273
passive,51,7,0.06621026563931032,0.06621026563931032
passive,51,8,0.14018456076391222,0.14018456076391222
passive,51,9,0.10852088115371568,0.10852088115371568
passive,52,0,0.07877464312422475,0.07877464312422475
passive,52,1,0.05862681500164643,0.05862681500164643
passive,52,2,0.0577788784184232,0.0577788784184232
passive,52,3,0.07520497043652233,0.07520497043652233
passive,52,4,0.028201168851566174,0.028201168851566174
passive,52,5,0.12535531844710798,0.12535531844710798
passive,52,6,0.12698814102091524,0.12698814102091524
passive,52,7,0.03347708103163144,0.03347708103163144
passive,52,8,0.06813975760500968,0.06813975760500968
passive,52,9,0.061538058568945654,0.061538058568945654
passive,53,0,0.04799928763062718,0.04799928763062718
passive,53,1,0.0597367075325045,0.0597367075325045
passive,53,2,0.02155908228212644,0.02155908228212644
passive,53,3,0.0598648484617627,0.0598648484617627
passive,53,4,0.10864902208297388,0.10864902208297388
passive,53,5,0.04135720106118745,0.04135720106118745
passive,53,6,0.03484325542100591,0.03484325542100591
passive,53,7,0.09244155499180143,0.09244155499180143
passive,53,8,0.08224920426784886,0.08224920426784886
passive,53,9,0.22544169061013514,0.22544169061013514
passive,54,0,0.1236064053290363,0.1236064053290363
passive,54,1,0.08237734519710706,0.08237734519710706
passive,54,2,0.14224219365886975,0.14224219365886975
passive,54,3,0.052153256894840606,0.052153256894840606
passive,54,4,0.11112978124000435,0.11112978124000435
passive,54,5,0.1289580205199903,0.1289580205199903
passive,54,6,0.0778332790560006,0.0778332790560006
passive,54,7,0.0546009866666912,0.0546009866666912
passive,54,8,0.06741996195104463,0.06741996195104463
passive,54,9,0.13367061512373068,0.13367061512373068
passive,55,0,0.04118867259855353,0.04118867259855353
passive,55,1,0.09123185868006711,0.09123185868006711
