agent_type,bar_type,seed,attendance_mean,price_mean,profit_mean,welfare_mean
heuristic,q_learning,90,5.62,4.624,23.368,35.76292041537862
heuristic,q_learning,91,5.701,8.078,40.603699999999996,28.439478737214703
heuristic,q_learning,92,5.503,5.2,17.433100000000003,32.237256782571095
heuristic,q_learning,93,5.899,4.996,22.564299999999996,27.841290164403173
heuristic,q_learning,94,5.831,5.66,32.3327,37.272887311478144
heuristic,q_learning,95,5.669,4.424,20.265300000000003,30.4571256161472
heuristic,q_learning,96,5.726,6.538,37.5982,33.50282216637667
heuristic,q_learning,97,5.867,5.12,22.359900000000003,36.61881878925141
heuristic,q_learning,98,5.67,5.948,28.579,36.93329209775742
heuristic,q_learning,99,5.635,6.98,36.2095,29.75379036088488
bayesian,passive,0,2.391,10.0,22.1927,12.454374141374661
bayesian,passive,1,2.434,10.0,22.6098,13.25457787320556
bayesian,passive,2,2.7,10.0,25.19,15.931063626253025
bayesian,passive,3,2.733,10.0,25.510099999999998,16.434420754798484
bayesian,passive,4,2.249,10.0,20.815299999999997,11.38409403003473
bayesian,passive,5,2.635,10.0,24.5595,15.099823761158161
bayesian,passive,6,2.353,10.0,21.824099999999998,12.655828847104052
bayesian,passive,7,2.271,10.0,21.028699999999997,11.538715303318527
bayesian,passive,8,2.353,10.0,21.824099999999998,12.670949263522187
bayesian,passive,9,2.088,10.0,19.2536,9.5909159693245
bayesian,passive,10,2.315,10.0,21.4555,11.984305327171471
bayesian,passive,11,2.754,10.0,25.7138,16.550827116235617
bayesian,passive,12,2.562,10.0,23.8514,14.675944039667796
bayesian,passive,13,2.224,10.0,20.572799999999997,10.628790218767874
bayesian,passive,14,1.958,10.0,17.9926,9.316503448797452
bayesian,passive,15,2.43,10.0,22.571,13.177898739759884
bayesian,passive,16,2.565,10.0,23.8805,14.528726938076508
bayesian,passive,17,2.556,10.0,23.7932,14.50648706498846
bayesian,passive,18,2.442,10.0,22.687399999999997,13.327158174728764
bayesian,passive,19,2.351,10.0,21.804699999999997,12.082842342389831
bayesian,passive,20,2.622,10.0,24.433400000000002,15.33130751599136
bayesian,passive,21,2.204,10.0,20.3788,10.94108486976713
bayesian,passive,22,2.46,10.0,22.861999999999995,13.378357655061796
bayesian,passive,23,2.499,10.0,23.240299999999998,13.759584578963723
bayesian,passive,24,2.221,10.0,20.543699999999998,11.329008777350039
bayesian,passive,25,2.972,10.0,27.828400000000002,18.89321611518848
bayesian,passive,26,2.543,10.0,23.6671,14.253672122633368
bayesian,passive,27,2.583,10.0,24.0551,14.63671444571327
bayesian,passive,28,2.269,10.0,21.0093,11.16322731899967
bayesian,passive,29,2.967,10.0,27.7799,18.856065420556618
bayesian,passive,30,2.508,10.0,23.327599999999997,14.048544979759733
bayesian,passive,31,2.67,10.0,24.899,15.403650463054715
bayesian,passive,32,2.149,10.0,19.845299999999995,10.697094043045915
bayesian,passive,33,2.342,10.0,21.7174,12.54111552775314
bayesian,passive,34,2.131,10.0,19.670699999999997,10.075199735409418
bayesian,passive,35,2.316,10.0,21.465199999999996,11.797707649480177
bayesian,passive,36,2.442,10.0,22.687399999999997,13.429888813710807
bayesian,passive,37,2.635,10.0,24.5595,14.946281119757161
bayesian,passive,38,2.313,10.0,21.4361,12.0227632224314
bayesian,passive,39,2.437,10.0,22.638900000000003,13.351626267218894
bayesian,passive,40,2.134,10.0,19.6998,10.45665815335175
bayesian,passive,41,2.174,10.0,20.087799999999998,10.849911188772698
bayesian,passive,42,2.204,10.0,20.3788,10.867318181184025
bayesian,passive,43,2.587,10.0,24.0939,14.659037344184386
bayesian,passive,44,2.583,10.0,24.0551,14.649674382332424
bayesian,passive,45,1.931,10.0,17.7307,9.095266434997127
bayesian,passive,46,2.303,10.0,21.3391,11.602055108457568
bayesian,passive,47,2.397,10.0,22.2509,13.08625720650723
bayesian,passive,48,2.091,10.0,19.282700000000002,10.150228472477059
bayesian,passive,49,2.406,10.0,22.338199999999997,12.87669939897408
bayesian,passive,50,2.358,10.0,21.8726,12.37806489997814
bayesian,passive,51,2.357,10.0,21.862899999999996,12.469756583609207
bayesian,passive,52,2.476,10.0,23.0172,13.48419343460448
bayesian,passive,53,2.233,10.0,20.6601,11.018238365755428
bayesian,passive,54,2.583,10.0,24.0551,14.49261645364761
bayesian,passive,55,2.293,10.0,21.242099999999997,11.762373839600068
bayesian,passive,56,2.416,10.0,22.435200000000002,12.930677558029306
bayesian,passive,57,2.4,10.0,22.28,13.281424956514991
bayesian,passive,58,2.602,10.0,24.2394,15.02804538147308
bayesian,passive,59,2.68,10.0,24.996,15.549723535497067
bayesian,passive,60,2.43,10.0,22.571,12.805408955356622
bayesian,passive,61,1.994,10.0,18.341799999999996,9.242479320756892
bayesian,passive,62,2.015,10.0,18.5455,9.340588009636562
bayesian,passive,63,2.503,10.0,23.2791,13.991253587252
bayesian,passive,64,2.671,10.0,24.908699999999996,15.267826928239028
bayesian,passive,65,2.862,10.0,26.761400000000002,17.449673302314306
bayesian,passive,66,2.284,10.0,21.154799999999998,11.765101326965924
bayesian,passive,67,2.626,10.0,24.472199999999997,15.195726142248073
bayesian,passive,68,2.24,10.0,20.728,11.288528539139822
bayesian,passive,69,2.178,10.0,20.1266,10.7056395202175
bayesian,passive,70,2.483,10.0,23.085099999999997,13.537521085853426
bayesian,passive,71,2.711,10.0,25.296699999999998,16.140897171243388
bayesian,passive,72,2.711,10.0,25.296699999999998,15.746188819595206
bayesian,passive,73,2.516,10.0,23.405199999999997,13.81724469478064
bayesian,passive,74,2.056,10.0,18.9432,9.465647807664306
bayesian,passive,75,2.233,10.0,20.6601,10.91869001289204
bayesian,passive,76,2.296,10.0,21.271199999999997,11.732406519388999
bayesian,passive,77,2.471,10.0,22.9687,13.779574937693502
bayesian,passive,78,2.208,10.0,20.4176,11.395034332288478
bayesian,passive,79,2.794,10.0,26.101800000000004,16.885753587180456
bayesian,passive,80,2.545,10.0,23.6865,14.172204918323002
bayesian,passive,81,2.624,10.0,24.4528,15.258277576896118
bayesian,passive,82,2.285,10.0,21.1645,11.616688770741531
bayesian,passive,83,2.557,10.0,23.8029,14.434747367965187
bayesian,passive,84,2.113,10.0,19.4961,10.30149865473679
bayesian,passive,85,2.463,10.0,22.891099999999998,13.57024294888688
bayesian,passive,86,2.446,10.0,22.7262,13.47102363639234
bayesian,passive,87,2.412,10.0,22.396399999999996,13.277967897959615
bayesian,passive,88,2.693,10.0,25.122100000000003,15.75727189384807
bayesian,passive,89,2.307,10.0,21.377899999999997,11.877157787378342
bayesian,passive,90,2.442,10.0,22.687399999999997,13.193171325921242
bayesian,passive,91,2.157,10.0,19.922900000000002,10.589901626946615
bayesian,passive,92,2.973,10.0,27.838099999999997,18.860083057907595
bayesian,passive,93,2.369,10.0,21.9793,12.351061098938361
bayesian,passive,94,2.42,10.0,22.473999999999997,12.987349694595244
bayesian,passive,95,2.334,10.0,21.6398,12.305195406446316
bayesian,passive,96,2.184,10.0,20.184799999999996,10.802176480049745
bayesian,passive,97,2.543,10.0,23.667099999999998,14.118493064545952
bayesian,passive,98,2.782,10.0,25.985400000000002,16.639297375126276
bayesian,passive,99,2.153,10.0,19.8841,10.749806442583886
bayesian,regression,0,4.952,2.105682396297029,7.683103892725669,41.32060925916427
bayesian,regression,1,4.976,2.195037059224918,8.112376906596797,40.9560963445058
bayesian,regression,2,5.064,2.3184414492271004,8.733144305139804,41.7935882722645
bayesian,regression,3,5.072,2.257783437948655,8.441068446184495,42.254073996772156
bayesian,regression,4,4.941,2.232419050721381,8.168886302484461,40.97784883294776
bayesian,regression,5,5.03,2.268017895445534,8.450588350137934,42.217975741595495
bayesian,regression,6,4.856,4.650809445000465,16.183657563195872,39.08155896031339
bayesian,regression,7,4.934,2.369949698179819,8.506181155404738,40.883140964391835
bayesian,regression,8,4.965,2.1936901523079246,8.108492976967714,41.22671721363397
bayesian,regression,9,4.912,2.1754269687832424,7.898533711118102,40.62372354564613
bayesian,regression,10,4.938,2.191986278897478,7.85893682339256,40.795914914568364
bayesian,regression,11,5.059,2.372244317365465,8.996790685701653,42.417406139809025
bayesian,regression,12,5.012,2.2785036401091614,8.466115387290055,41.68099774131056
bayesian,regression,13,4.961,2.1536354992068456,7.734736070493333,41.26468284026551
bayesian,regression,14,4.945,2.25394683075628,8.217249664204502,40.8336960972197
bayesian,regression,15,4.979,2.2528122469389764,8.275757780432606,41.35782964056617
bayesian,regression,16,5.025,2.3195425587818104,8.645568607322557,41.6449997533652
bayesian,regression,17,5.058,2.134978912912615,8.049187465386417,42.022733910385575
bayesian,regression,18,4.994,2.126641094045745,7.853996286575782,41.67761984539855
bayesian,regression,19,4.964,2.1900875765808494,7.973925625643066,41.30746398320028
bayesian,regression,20,5.064,2.422129820264242,9.02022437483402,42.081334124671514
bayesian,regression,21,4.948,2.306359884952046,8.283239808939918,41.245554346847726
bayesian,regression,22,4.975,2.1762682791883097,8.046696611550223,41.306973223810154
bayesian,regression,23,5.011,2.2516754332336903,8.306422827294845,41.517106188186695
bayesian,regression,24,4.95,2.233770934340876,8.153840062433233,41.04664203720762
bayesian,regression,25,5.127,2.1447908612668676,8.047804211623623,42.83811707502488
bayesian,regression,26,5.033,2.2730663003773626,8.404202267518285,41.69691304004169
bayesian,regression,27,4.939,4.374890202303533,15.519912980896127,40.02433149777207
bayesian,regression,28,4.19,6.599541625942856,20.43634229678698,32.094715288228464
bayesian,regression,29,5.165,2.408204176220709,9.355557638145255,43.25316552313929
bayesian,regression,30,4.31,6.656248308240905,22.04549884560557,33.508097082537084
bayesian,regression,31,5.049,2.149251445684564,8.119651845491267,41.83860994973251
bayesian,regression,32,4.961,2.2423851549861955,8.216546228685791,41.21544397444765
bayesian,regression,33,5.018,2.3074816953016892,8.496995765920918,41.58533556531132
bayesian,regression,34,4.929,2.14326655603094,7.832876747575521,41.06684748596514
bayesian,regression,35,4.961,2.208521167273128,8.051240995686078,41.43004628051897
bayesian,regression,36,4.991,2.181915992977726,8.117788571125267,41.58211033019776
bayesian,regression,37,5.044,2.2032539643487326,8.273579396091497,41.93809048033008
bayesian,regression,38,4.968,2.155891982716984,7.901355546454885,41.27435315090076
bayesian,regression,39,5.003,2.266172995694237,8.27153877235255,41.795137359165004
bayesian,regression,40,4.961,2.1780655242026645,7.928785152445692,40.76203219875309
bayesian,regression,41,4.941,2.237522868309658,8.0291314311709,40.86201268820635
bayesian,regression,42,4.932,2.0995571057207663,7.672498906693705,40.46981509766824
bayesian,regression,43,5.018,2.2726480605899724,8.432546891753784,41.740808596670504
bayesian,regression,44,5.068,2.3030748386948545,8.658314790483875,42.448201936320636
bayesian,regression,45,4.893,2.17216167100253,7.736355674664086,40.60081516502385
bayesian,regression,46,4.972,2.177364070197168,7.900985299239922,41.76318841607761
bayesian,regression,47,4.992,2.593307042599038,9.258293531244345,41.21223244929077
bayesian,regression,48,4.939,2.3403937039635183,8.577250835489123,41.13656495754601
bayesian,regression,49,4.981,2.193381764280375,8.122450899020091,41.267146769640306
bayesian,regression,50,5.007,2.3085055463379884,8.467885114909851,41.69583539293702
bayesian,regression,51,4.984,2.2144478552973186,8.240196088637642,41.65894748558826
bayesian,regression,52,5.041,2.186319735988212,8.224332185390653,41.92213340955788
bayesian,regression,53,4.954,2.2354636213636367,8.086503695585902,41.128094109528185
bayesian,regression,54,5.028,2.217350715818611,8.297069670543136,41.527813135663926
bayesian,regression,55,4.944,2.247029489361793,8.127383609028486,40.822267085808626
bayesian,regression,56,5.009,2.275336087120021,8.505258293539205,41.6622858813172
bayesian,regression,57,4.991,2.3090030517962674,8.475191273416174,41.469609927094105
bayesian,regression,58,5.036,2.2392801580838975,8.424294892146143,41.92115786701432
bayesian,regression,59,4.995,2.2348265792192623,8.156249850227649,41.48575974155614
bayesian,regression,60,4.96,2.3540722258742455,8.516087350710531,40.92734454134414
bayesian,regression,61,4.906,2.189998981759066,7.972236151688571,40.52113384535183
bayesian,regression,62,4.879,2.233797411829125,8.038615503387936,40.4131354293559
bayesian,regression,63,5.02,2.398281872110696,8.862191802700261,41.839045457415274
bayesian,regression,64,5.027,2.202811456645608,8.130347421797753,42.12435535576898
bayesian,regression,65,5.081,2.8965610888452358,10.960665004876503,42.096563793757554
bayesian,regression,66,4.945,2.291867550385614,8.268649747228398,40.77814070690895
bayesian,regression,67,5.059,2.3038361818583755,8.718301537612001,41.972648991082764
bayesian,regression,68,4.957,2.2498698631265155,8.122098738063881,41.33232716247878
bayesian,regression,69,4.954,2.2320807265223066,8.072755332650896,41.381214734668774
bayesian,regression,70,3.671,8.206396378361147,24.35792124313435,26.28824068170845
bayesian,regression,71,5.077,2.3209678368584408,8.59069421047626,42.3629200054834
bayesian,regression,72,5.049,2.2128018225675254,8.300834081418099,42.09622198945167
bayesian,regression,73,5.011,3.096598644029772,11.2723106180533,41.18686134197712
bayesian,regression,74,4.943,2.2725573741711105,8.14102041152513,41.12546293486597
bayesian,regression,75,4.917,2.197352221016032,7.885661282897835,40.754120079131845
bayesian,regression,76,4.927,2.2750156624710525,8.206493752376346,40.9397723307713
bayesian,regression,77,5.026,2.421666320551242,8.963826497857742,41.78792127330875
bayesian,regression,78,4.935,2.3162432858120554,8.352687354416474,41.279350965803694
bayesian,regression,79,5.036,2.2515031532557295,8.341587796260454,42.20635390365072
bayesian,regression,80,5.009,2.3719609440033183,8.840090029371073,41.916361418895164
bayesian,regression,81,5.08,2.178991525033805,8.130595955605463,42.804553591592104
bayesian,regression,82,4.936,2.268758983906869,8.201379479462016,41.208333338617926
bayesian,regression,83,5.057,2.333323266295069,8.757922442337584,42.321994574838094
bayesian,regression,84,4.955,2.2959230452606842,8.3297369929813,41.379901314150345
bayesian,regression,85,5.025,2.239810352314572,8.41488946202568,42.09613011431798
bayesian,regression,86,5.01,2.2645962828497916,8.380886496270675,41.860260355080044
bayesian,regression,87,5.037,2.3462579772607315,8.637703034450043,41.899589817277345
bayesian,regression,88,5.085,2.4647129112514814,9.161439486572451,42.625314823093625
bayesian,regression,89,4.954,2.2987813554820313,8.234900788641559,41.25008469961769
bayesian,regression,90,5.041,2.251884671595906,8.344939303032039,42.32997954466149
bayesian,regression,91,4.944,2.238650465484405,8.009030399945718,40.79353750949605
bayesian,regression,92,5.16,2.3245901531234305,8.85720193161047,43.08164174677661
bayesian,regression,93,4.957,2.2701599502145493,8.31593013065662,40.80354371404363
bayesian,regression,94,5.023,2.322596037916969,8.540151595215269,41.94219910697754
bayesian,regression,95,5.004,2.1307456436148478,7.885693415718743,41.77397065736691
bayesian,regression,96,4.959,2.229744585352751,8.077168427342693,41.28464472350798
bayesian,regression,97,5.003,2.462716441164679,9.035550459951573,41.522443735199744
bayesian,regression,98,5.036,2.3854580341555542,8.993432093442433,41.74508239174233
bayesian,regression,99,4.968,2.193273108538216,8.057341320325568,41.51320924971094
bayesian,gp,0,3.188,7.1103999999999985,20.274,21.38600753756115
bayesian,gp,1,3.793,5.257600000000001,16.0033,28.59734041630535
bayesian,gp,2,2.69,9.9728,24.992199999999997,15.86133563290714
bayesian,gp,3,3.981,5.683200000000001,19.3805,30.69383865992671
bayesian,gp,4,3.162,7.092799999999999,20.1114,21.170910395273335
bayesian,gp,5,3.839,6.056000000000001,19.7119,29.027854409040607
bayesian,gp,6,3.839,5.611200000000001,18.3023,29.32301861437254
bayesian,gp,7,3.653,5.601600000000001,17.3205,27.173005436743434
bayesian,gp,8,3.785,5.580800000000001,17.9881,28.717809233420542
bayesian,gp,9,3.588,5.608000000000001,17.037200000000002,26.516104931850037
bayesian,gp,10,3.674,5.643200000000001,17.501800000000003,27.4821354961091
bayesian,gp,11,3.533,7.121599999999998,22.630100000000002,25.412004903749843
bayesian,gp,12,3.733,6.7952,21.8613,27.914621896663682
bayesian,gp,13,3.6,5.545600000000001,16.857599999999998,26.52247789131258
bayesian,gp,14,3.597,5.552000000000001,16.778899999999997,26.72770986177322
bayesian,gp,15,3.742,5.625600000000001,17.7134,28.018994981149604
bayesian,gp,16,2.585,9.9744,23.9881,14.570978364951376
bayesian,gp,17,3.432,7.033599999999999,21.608800000000002,24.415870554899275
bayesian,gp,18,3.806,5.721600000000001,18.612599999999997,28.991489911937155
bayesian,gp,19,3.756,5.643200000000001,17.8604,28.234752821723074
bayesian,gp,20,3.479,7.257599999999998,22.579900000000002,24.978899602066754
bayesian,gp,21,3.607,5.8096000000000005,17.7271,26.553757495313945
bayesian,gp,22,3.762,5.852800000000001,18.7618,28.285237871474877
bayesian,gp,23,3.342,7.055999999999998,21.063800000000004,23.22824267685015
bayesian,gp,24,3.161,7.060799999999999,19.8857,21.542823242144195
bayesian,gp,25,3.843,6.2176,20.4883,29.158095946716045
bayesian,gp,26,3.379,7.043199999999998,21.265900000000002,23.91018535131516
bayesian,gp,27,3.897,5.664000000000001,18.9321,29.819883880970124
bayesian,gp,28,3.627,5.665600000000001,17.4379,26.835128371333006
bayesian,gp,29,4.043,5.9504,20.4219,31.182563052434894
bayesian,gp,30,3.809,5.748800000000001,18.720100000000002,28.781167962686727
bayesian,gp,31,3.833,5.9152000000000005,19.3625,28.94823299397455
bayesian,gp,32,3.923,4.7712,14.141099999999998,30.27516573907146
bayesian,gp,33,3.24,7.343999999999999,21.061600000000002,22.451911955854403
bayesian,gp,34,3.573,5.702400000000002,17.301299999999998,26.211173510928777
bayesian,gp,35,3.164,6.551999999999999,17.534,21.239730548638203
bayesian,gp,36,3.757,5.585600000000001,17.6893,28.085974410453897
bayesian,gp,37,3.296,8.0128,23.715199999999996,22.584512280097123
bayesian,gp,38,3.754,5.372800000000001,16.682599999999997,28.302352446137352
bayesian,gp,39,3.817,5.6256,18.1625,28.875616514725596
bayesian,gp,40,3.618,5.572800000000001,16.8706,26.791133958068492
bayesian,gp,41,3.601,5.657600000000001,17.203299999999995,26.66278604893664
bayesian,gp,42,3.654,5.601600000000001,17.3414,27.179536516721594
bayesian,gp,43,3.693,5.998399999999999,18.9117,27.4138637017595
bayesian,gp,44,3.42,7.0703999999999985,21.614,24.309661758711233
bayesian,gp,45,3.571,5.5184000000000015,16.8259,26.213787309246143
bayesian,gp,46,3.688,5.692800000000001,17.796,27.438252407823764
bayesian,gp,47,3.756,5.612800000000001,17.8764,28.102273091973608
bayesian,gp,48,3.723,5.0304,15.0395,27.915629244973076
bayesian,gp,49,3.775,5.822400000000001,18.5951,28.678154610605553
bayesian,gp,50,3.53,5.8591999999999995,17.476200000000002,25.78300920381626
bayesian,gp,51,3.777,5.828800000000001,18.7057,28.55688292217219
bayesian,gp,52,3.365,7.065599999999998,21.2405,23.68249460057328
bayesian,gp,53,3.604,5.387200000000002,16.101200000000002,26.61036336690173
bayesian,gp,54,3.408,7.051199999999999,21.4768,24.057779021000815
bayesian,gp,55,3.71,5.705600000000001,17.9182,27.83931175158239
bayesian,gp,56,3.746,5.6816,18.1794,28.273536219904106
bayesian,gp,57,3.319,7.1888,21.3287,23.369596398000603
bayesian,gp,58,3.843,5.636800000000001,18.360300000000002,29.333718247523652
bayesian,gp,59,3.669,5.9872,18.710900000000002,27.054358263772848
bayesian,gp,60,3.656,5.852800000000001,18.191200000000002,27.11867979063418
bayesian,gp,61,3.509,5.675200000000002,16.786099999999998,25.710512062730025
bayesian,gp,62,3.015,7.036799999999999,18.8519,19.66653596878715
bayesian,gp,63,3.844,5.4384000000000015,17.4068,29.09235243751354
bayesian,gp,64,3.88,5.652800000000001,18.784800000000004,29.492810415839358
bayesian,gp,65,3.651,6.943999999999999,22.254699999999996,26.607798307826037
bayesian,gp,66,3.173,7.409599999999999,21.005300000000002,21.51064313447988
bayesian,gp,67,3.927,5.696,19.234300000000005,30.14025731574605
bayesian,gp,68,3.693,5.395200000000002,16.4413,27.693658973146462
bayesian,gp,69,3.624,5.723200000000002,17.637600000000003,26.72869629208696
bayesian,gp,70,3.833,5.6160000000000005,18.2921,29.350804483671933
bayesian,gp,71,2.705,9.9792,25.152099999999997,16.034666043285483
bayesian,gp,72,3.456,6.972799999999999,21.3296,24.566453062642037
bayesian,gp,73,3.836,5.489600000000001,17.67,29.176350593617716
bayesian,gp,74,3.042,7.097599999999998,19.235400000000002,19.927633481316796
bayesian,gp,75,3.59,5.694400000000002,17.3094,26.28896463509475
bayesian,gp,76,3.68,5.596800000000001,17.4192,27.602931946159412
bayesian,gp,77,3.837,5.5840000000000005,18.170900000000003,29.563757666548458
bayesian,gp,78,3.669,5.6400000000000015,17.5205,27.447012114396088
bayesian,gp,79,3.536,7.071999999999998,22.449600000000004,25.596483208567594
bayesian,gp,80,3.366,7.145599999999998,21.487,23.374974801198835
bayesian,gp,81,3.935,5.588800000000001,18.8527,30.23937590962871
bayesian,gp,82,3.112,7.363199999999999,20.428,20.52874478672239
bayesian,gp,83,3.893,5.710400000000002,18.8853,29.986742448204186
bayesian,gp,84,2.101,9.9776,19.3093,10.060547891947168
bayesian,gp,85,3.827,5.838400000000001,19.0627,28.896837715617746
bayesian,gp,86,3.829,5.6496,18.4293,28.99101439002563
bayesian,gp,87,3.806,5.628800000000001,18.091,28.892107656619228
bayesian,gp,88,3.525,6.6704,20.595699999999997,25.655978498250903
bayesian,gp,89,3.701,5.684800000000001,17.990899999999996,27.600873971203914
bayesian,gp,90,3.33,7.071999999999998,21.0194,23.152893429590403
bayesian,gp,91,3.611,5.8112,17.740299999999998,26.74885099350876
bayesian,gp,92,3.554,8.364799999999999,26.910600000000002,25.571748163714588
bayesian,gp,93,3.719,5.683200000000001,17.904700000000002,28.01918623950634
bayesian,gp,94,3.484,6.014400000000001,17.564400000000003,25.225740565905014
bayesian,gp,95,3.262,7.051199999999999,20.539,22.27368924877068
bayesian,gp,96,3.696,5.5840000000000005,17.464,27.615746718187715
bayesian,gp,97,3.38,7.041599999999999,21.246800000000004,23.678667018159352
bayesian,gp,98,3.532,7.672,24.322800000000004,25.55156729947669
bayesian,gp,99,3.682,5.296000000000002,16.1394,27.536862275063513
bayesian,q_learning,0,4.901,2.356,7.651699999999999,40.776708263193925
bayesian,q_learning,1,4.923,2.41,7.9171000000000005,40.42495002140633
bayesian,q_learning,2,4.656,3.692,10.3872,37.0008178618165
bayesian,q_learning,3,4.797,3.058,9.456899999999997,38.78485785161267
bayesian,q_learning,4,4.834,2.534,8.0718,39.34090507063183
bayesian,q_learning,5,4.753,2.968,9.532099999999998,38.56728740891222
bayesian,q_learning,6,4.751,3.08,8.754700000000001,38.75373572481779
bayesian,q_learning,7,4.805,2.56,8.2045,39.010179682691465
bayesian,q_learning,8,4.937,2.392,7.9449,40.56840984906637
bayesian,q_learning,9,4.889,2.322,7.5253,40.34818504257768
bayesian,q_learning,10,4.858,2.41,7.8546,40.244656132797274
bayesian,q_learning,11,4.815,3.02,9.7275,39.02329535181523
bayesian,q_learning,12,4.57,3.748,9.299000000000001,36.19631197286974
bayesian,q_learning,13,4.929,2.286,7.5833,40.661480788804376
bayesian,q_learning,14,4.894,2.332,7.497799999999999,40.63313568088377
bayesian,q_learning,15,4.766,2.824,9.084200000000001,38.76474742659193
bayesian,q_learning,16,4.43,4.282,10.685,34.04534958050759
bayesian,q_learning,17,4.574,3.756,11.3438,35.51228557451302
bayesian,q_learning,18,4.861,2.65,8.5357,40.11337698511487
bayesian,q_learning,19,4.911,2.426,7.8847,40.85903890099861
bayesian,q_learning,20,4.854,2.822,9.3338,39.3450179059911
bayesian,q_learning,21,4.88,2.32,7.51,40.93465424097333
bayesian,q_learning,22,4.806,2.686,8.1202,39.68964025550542
bayesian,q_learning,23,4.767,2.902,8.989900000000002,38.60889178219339
bayesian,q_learning,24,4.665,2.966,9.1825,37.81375647204905
bayesian,q_learning,25,5.042,2.388,8.2254,42.24391585790492
bayesian,q_learning,26,4.961,2.392,7.8177,41.42767792706506
bayesian,q_learning,27,4.902,2.548,8.461400000000001,40.4908296285711
bayesian,q_learning,28,4.768,2.79,8.583599999999999,38.9596991214837
bayesian,q_learning,29,5.096,2.398,8.045200000000001,42.861934646335285
bayesian,q_learning,30,4.869,2.564,8.3593,39.94866387807051
bayesian,q_learning,31,4.714,3.136,10.0538,37.81191408292855
bayesian,q_learning,32,4.892,2.33,7.5344,40.758412935117434
bayesian,q_learning,33,4.738,3.03,8.486600000000001,38.76680533437169
bayesian,q_learning,34,4.838,2.54,8.0466,39.95738517411334
bayesian,q_learning,35,4.77,2.704,8.625,38.764727138978245
bayesian,q_learning,36,4.935,2.37,7.7355,40.86179286336316
bayesian,q_learning,37,4.975,2.406,7.9855,41.468124941991874
bayesian,q_learning,38,4.917,2.38,7.656899999999999,41.06273848217615
bayesian,q_learning,39,4.68,3.058,10.116,37.560126729084814
bayesian,q_learning,40,4.879,2.398,7.612299999999999,40.40585879782251
bayesian,q_learning,41,4.919,2.338,7.5283,40.8169762823035
bayesian,q_learning,42,4.879,2.286,7.4883000000000015,40.64052187235684
bayesian,q_learning,43,4.898,2.724,8.4346,40.12906209614425
bayesian,q_learning,44,4.834,2.818,9.0598,39.42302105563054
bayesian,q_learning,45,4.847,2.416,7.5739,40.25241832871687
bayesian,q_learning,46,4.897,2.358,7.8209,40.86368881466557
bayesian,q_learning,47,4.269,4.47,11.9353,31.142974020272614
bayesian,q_learning,48,4.646,2.984,8.676200000000001,37.24180725956644
bayesian,q_learning,49,4.924,2.406,7.7328,41.149390506031686
bayesian,q_learning,50,4.943,2.288,7.601100000000001,40.7688009300084
bayesian,q_learning,51,4.688,3.182,9.027600000000001,38.10779793778523
bayesian,q_learning,52,4.988,2.238,7.7176,41.37610808381188
bayesian,q_learning,53,4.255,4.528,9.7215,32.13936568178171
bayesian,q_learning,54,4.773,3.022,9.4521,38.2172627268085
bayesian,q_learning,55,4.887,2.404,7.959899999999999,40.29723143883517
bayesian,q_learning,56,4.735,2.912,9.2515,38.217419902008984
bayesian,q_learning,57,4.514,3.766,10.491800000000001,35.50930343397737
bayesian,q_learning,58,4.832,2.742,9.082400000000002,39.59499394335805
bayesian,q_learning,59,4.875,2.688,8.7135,40.024824676085615
bayesian,q_learning,60,4.622,3.252,9.2594,36.99621304869848
bayesian,q_learning,61,4.858,2.374,7.5366,40.52929254594467
bayesian,q_learning,62,4.838,2.452,7.6706,39.96708639279033
bayesian,q_learning,63,4.975,2.344,7.8735,41.51747738234903
bayesian,q_learning,64,4.941,2.396,7.8077000000000005,41.13984637871255
bayesian,q_learning,65,4.621,3.874,10.623700000000001,36.232027528583764
bayesian,q_learning,66,4.891,2.418,7.8527,40.336249248392384
bayesian,q_learning,67,4.997,2.328,7.9269,41.43448052908591
bayesian,q_learning,68,4.805,2.758,7.7165,39.964263159384736
bayesian,q_learning,69,4.931,2.296,7.688700000000001,41.1127568413633
bayesian,q_learning,70,4.375,4.026,10.7975,32.80713504738274
bayesian,q_learning,71,4.999,2.312,7.8803,41.70196772713896
bayesian,q_learning,72,4.756,3.138,9.8732,38.31560705756072
bayesian,q_learning,73,4.767,3.026,9.4699,38.62687461572025
bayesian,q_learning,74,4.717,2.688,8.2069,38.54422309222996
bayesian,q_learning,75,4.625,3.138,8.8005,37.19362336954543
bayesian,q_learning,76,4.697,2.95,8.350900000000001,37.840267012933275
bayesian,q_learning,77,4.793,2.902,9.6281,38.90545283702674
bayesian,q_learning,78,4.92,2.454,7.826,40.71543136761006
bayesian,q_learning,79,4.404,4.442,11.9508,33.91364610147984
bayesian,q_learning,80,4.72,3.108,9.378,37.96933387099339
bayesian,q_learning,81,4.95,2.53,8.283,41.067405529333534
bayesian,q_learning,82,4.92,2.29,7.594,40.92885588049779
bayesian,q_learning,83,4.692,3.408,9.716399999999998,37.15091050888237
bayesian,q_learning,84,4.887,2.39,7.7399,40.468167946135225
bayesian,q_learning,85,4.977,2.372,7.928900000000001,41.49445680648108
bayesian,q_learning,86,4.924,2.352,7.830799999999999,40.728802587524
