agent_type,bar_type,rounds,metric,n_seeds,mean,std,coefficient_of_variation,normal_ci_lo,normal_ci_hi,bootstrap_ci_lo,bootstrap_ci_hi,flagged_high_dispersion
no_regret,gp,100,price,100,8.35376,0.5433145771070104,0.06503832730495135,8.245954600606026,8.461565399393972,8.24672,8.458568,False
no_regret,gp,100,profit,100,11.994309999999999,3.5504038600694368,0.2960073451552809,11.289832847587236,12.698787152412761,11.30276025,12.697133500000005,False
no_regret,gp,100,welfare,100,10.235597862916167,3.424482563416599,0.3345659539657754,9.556106227641836,10.915089498190499,9.57349220229895,10.909502331643411,False
no_regret,gp,1000,attendance,100,0.14694999999999997,0.04023927801227918,0.2738297244796134,0.13896565424484367,0.15493434575515627,0.13909975000000002,0.1549005,False
no_regret,gp,1000,price,100,6.425136,0.17179103792430825,0.026737338777624044,6.391048931041996,6.459223068958004,6.3916316,6.458688799999999,False
no_regret,gp,1000,profit,100,0.299431,0.3550403860069437,1.1857168630066484,0.22898328475872376,0.36987871524127625,0.23027602499999997,0.3697133499999999,True
no_regret,gp,1000,welfare,100,0.12355978629161657,0.3424482563416599,2.7715186843512267,0.05561062276418334,0.1915089498190498,0.05734922022989533,0.19095023316434115,True
no_regret,passive,10,attendance,100,4.544999999999999,0.530746567762731,0.11677592250005085,4.439688366324887,4.650311633675111,4.44,4.646,False
no_regret,passive,10,price,100,10.0,0.0,0.0,10.0,10.0,10.0,10.0,False
no_regret,passive,10,profit,100,43.08649999999999,5.148241707298491,0.11948618957906752,42.0649771533514,44.10802284664857,42.068000000000005,44.0662,False
no_regret,passive,10,welfare,100,36.32641036649949,5.983280894753233,0.16470883950237658,35.139197628752235,37.51362310424674,35.1429871118035,37.49312311582425,False
no_regret,passive,100,attendance,100,0.8978999999999998,0.20640890572752998,0.22987961435296808,0.8569439950297031,0.9388560049702965,0.8596,0.9389,False
no_regret,passive,100,price,100,10.0,0.0,0.0,10.0,10.0,10.0,10.0,False
no_regret,passive,100,profit,100,7.70963,2.002166385557041,0.2596968188560334,7.312356751788121,8.106903248211879,7.33812,8.107330000000001,False
no_regret,passive,100,welfare,100,5.425214426908938,1.8558925210325796,0.3420864826701403,5.056965086853408,5.793463766964468,5.07678230751894,5.791963088817918,False
no_regret,passive,1000,attendance,100,0.08978999999999998,0.020640890572753,0.22987961435296808,0.08569439950297031,0.09388560049702965,0.08596,0.09389000000000002,False
no_regret,passive,1000,price,100,10.0,0.0,0.0,10.0,10.0,10.0,10.0,False
no_regret,passive,1000,profit,100,-0.12903699999999996,0.20021663855570407,1.5516219267009008,-0.1687643248211878,-0.0893096751788121,-0.16618799999999992,-0.08926699999999997,True
no_regret,passive,1000,welfare,100,-0.35747855730910627,0.18558925210325794,0.5191619142145685,-0.39430349131465925,-0.3206536233035533,-0.392321769248106,-0.320803691118208,False
no_regret,q_learning,10,attendance,100,5.469000000000001,0.3642329701793299,0.06659955571024498,5.396728276624351,5.541271723375651,5.397000000000002,5.539000000000001,False
no_regret,q_learning,10,price,100,3.5940000000000003,1.1236502565255342,0.3126461481707107,3.371043411334761,3.8169565886652395,3.378,3.812,False
no_regret,q_learning,10,profit,100,17.0333,6.35807035954854,0.373272962934284,15.771720901320464,18.294879098679537,15.798879999999999,18.2822125,False
no_regret,q_learning,10,welfare,100,44.226598901518294,4.058528413198473,0.09176668597636939,43.42129881392194,45.031898989114644,43.44028493716247,44.99410080240394,False
no_regret,q_learning,100,attendance,100,7.9207,0.8911135412697663,0.11250439244887021,7.743883740562433,8.097516259437567,7.7426975,8.093404999999999,False
no_regret,q_learning,100,price,100,5.322,1.1679300518698053,0.21945322282408966,5.090257339281273,5.5537426607187275,5.092790000000001,5.547219999999999,False
no_regret,q_learning,100,profit,100,38.52379,8.382580954604917,0.2175949187399505,36.860504077182746,40.18707592281725,36.89029850000001,40.1215195,False
no_regret,q_learning,100,welfare,100,47.52032987727553,3.9775735425899685,0.08370256588837496,46.73109299233666,48.309566762214395,46.71278463259937,48.300041656007785,False
no_regret,q_learning,1000,attendance,100,8.60886,1.565161617627052,0.18180823217325545,8.2982979786332,8.9194220213668,8.29772675,8.90960375,False
no_regret,q_learning,1000,price,100,5.2782599999999995,1.7170290210098078,0.32530209216859496,4.93756419101465,5.618955808985349,4.943215499999999,5.600046500000001,False
no_regret,q_learning,1000,profit,100,39.555941999999995,13.901299057523472,0.35143390233314314,36.79762267609896,42.31426132390103,36.868744775,42.22393615000001,False
no_regret,q_learning,1000,welfare,100,41.24244257329896,8.219582503690608,0.19929911981042805,39.611499079420355,42.87338606717756,39.62793356753713,42.842006691975264,False
no_regret,regression,10,attendance,100,4.598,0.5230022114019338,0.11374558751673201,4.49422501464191,4.70177498535809,4.493,4.698,False
no_regret,regression,10,price,100,9.765560439308517,0.10209336572897645,0.010454429765037174,9.745302900616123,9.785817978000912,9.745056980070022,9.785040637812953,False
no_regret,regression,10,profit,100,42.51176756366065,5.288619016169832,0.12440364913668234,41.462390813424,43.561144313897294,41.44365527488497,43.527818935402415,False
no_regret,regression,10,welfare,100,36.95820912016729,5.896712754090207,0.15955082495792522,35.78817337963713,38.12824486069745,35.76728230778694,38.08832067489951,False
no_regret,regression,100,attendance,100,1.4873000000000003,1.3337755743858422,0.8967764233079015,1.2226499895691705,1.75195001043083,1.245695,1.7655074999999998,False
