agent_type,condition,seed,attendance_mean,price_mean,profit_mean
q_learning,price_blind,83,4.34,2.692273998327962,7.420818823902641
q_learning,price_aware,84,1.1033333333333333,8.348555023044854,6.111734735759924
q_learning,price_blind,84,4.316666666666666,2.5413341305236696,7.190795144814612
q_learning,price_aware,85,2.453333333333333,5.951708271820903,7.6763734619763655
q_learning,price_blind,85,4.93,2.6226804286926595,8.444269577075618
q_learning,price_aware,86,5.32,2.5586837962634568,9.448964877234891
q_learning,price_blind,86,4.833333333333333,2.675264748953761,8.675051527269268
q_learning,price_aware,87,5.17,2.670148921164093,9.14018760619489
q_learning,price_blind,87,5.07,2.9864728313576903,10.611981409486113
q_learning,price_aware,88,0.96,9.138347621178053,6.893634001249078
q_learning,price_blind,88,5.27,2.757732315006591,9.943565352297197
q_learning,price_aware,89,4.38,3.5855230629100645,8.780290052509976
q_learning,price_blind,89,4.506666666666667,2.5794390653103383,7.7407693932849835
q_learning,price_aware,90,0.8166666666666667,9.970093502326588,6.899449056224984
q_learning,price_blind,90,4.986666666666666,2.6383969304972172,8.662951478379096
q_learning,price_aware,91,5.01,2.5760594172621465,8.786079705611774
q_learning,price_blind,91,4.816666666666666,2.7137186327199916,8.887519302304401
q_learning,price_aware,92,0.7566666666666667,9.856303036241206,6.243624511735807
q_learning,price_blind,92,4.543333333333333,2.5853758661370505,7.507312040880458
q_learning,price_aware,93,5.306666666666667,2.5839972194919225,9.255471746367023
q_learning,price_blind,93,4.473333333333334,2.6513738577696495,7.724795257541749
q_learning,price_aware,94,5.176666666666667,2.6895169089646385,9.31290136952318
q_learning,price_blind,94,4.93,2.578856604026814,8.23229223205628
q_learning,price_aware,95,5.296666666666667,2.460468541175509,8.837780880252227
q_learning,price_blind,95,4.92,2.8698189311656144,10.102706914908277
